LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Foundation,BsmtFinType1,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageCars,YrSold,SalePrice
75,9750,Reg,Inside,NAmes,1Fam,1Story,6,6,1958,1958,MetalSd,CBlock,Rec,1442,1442,1,1,4,TA,7,0,Attchd,1,2007,157900
45,8248,Reg,Inside,Edwards,1Fam,1.5Fin,5,7,1918,1950,Stucco,BrkTil,Unf,686,1250,1,1,3,Fa,7,0,Detchd,1,2006,116000
48,12137,IR2,CulDSac,CollgCr,1Fam,1Story,7,5,1998,1998,VinylSd,PConc,Unf,1649,1661,2,0,3,Gd,6,0,Attchd,2,2010,224900
,11425,IR1,Corner,NAmes,1Fam,1Story,5,6,1954,1954,BrkFace,CBlock,BLQ,1008,1008,1,0,2,TA,4,1,Attchd,1,2006,137000
,13265,IR1,CulDSac,Mitchel,1Fam,1Story,8,5,2002,2002,CemntBd,PConc,GLQ,1568,1689,2,0,3,Gd,7,2,Attchd,3,2008,271000
80,8816,Reg,Inside,ClearCr,1Fam,SLvl,6,7,1971,1971,HdBoard,CBlock,GLQ,1010,1052,1,0,3,TA,6,0,Attchd,2,2010,155000
44,6371,IR1,Inside,NridgHt,TwnhsE,1Story,7,5,2009,2010,VinylSd,PConc,GLQ,1358,1358,2,0,2,Gd,6,1,Attchd,2,2010,224000
72,7226,IR1,CulDSac,CollgCr,1Fam,2Story,7,5,2003,2003,VinylSd,PConc,Unf,798,1640,2,1,3,Gd,6,0,Attchd,2,2008,183000
60,6000,Reg,Inside,OldTown,2fmCon,1Story,4,4,1953,1953,MetalSd,CBlock,Unf,936,936,1,0,2,TA,4,0,Detchd,2,2009,93000
,12394,IR1,Corner,Gilbert,1Fam,2Story,7,5,2003,2003,VinylSd,PConc,Unf,847,1733,2,1,3,Gd,7,1,BuiltIn,2,2007,225000
60,9900,Reg,Inside,SWISU,1Fam,1.5Fin,6,7,1940,1950,VinylSd,BrkTil,Unf,778,1489,2,0,3,TA,7,1,Detchd,1,2009,139500
81,11216,Reg,Inside,Somerst,1Fam,1Story,8,5,2006,2006,VinylSd,PConc,Unf,1489,1489,2,0,3,Gd,7,1,Attchd,2,2006,232600
114,14803,Reg,Inside,NridgHt,1Fam,1Story,10,5,2007,2008,CemntBd,PConc,GLQ,2078,2084,2,0,2,Ex,7,1,Attchd,3,2008,385000
50,6130,Reg,Inside,BrkSide,1Fam,1.5Unf,5,6,1924,1950,MetalSd,BrkTil,ALQ,784,784,1,0,2,Gd,5,0,NA,0,2008,109500
65,8529,IR1,Inside,SawyerW,1Fam,1Story,7,5,2001,2001,VinylSd,PConc,GLQ,1454,1434,2,0,3,Gd,6,1,Attchd,2,2009,189000
,28698,IR2,CulDSac,ClearCr,1Fam,2Story,5,5,1967,1967,Plywood,PConc,LwQ,1013,2126,2,1,3,TA,7,0,Attchd,2,2009,185000
24,2544,Reg,Inside,Somerst,Twnhs,2Story,7,5,2005,2005,MetalSd,PConc,Unf,600,1223,2,1,2,Gd,4,0,Detchd,2,2006,147400
80,11900,IR1,Corner,NAmes,1Fam,1Story,6,5,1957,1957,HdBoard,CBlock,Rec,1392,1392,1,1,3,TA,6,2,Attchd,2,2008,166000
30,3180,Reg,Inside,Somerst,TwnhsE,2Story,7,5,2005,2005,MetalSd,PConc,Unf,600,1200,2,1,2,Gd,4,0,Detchd,2,2006,151000
44,9548,IR1,CulDSac,CollgCr,1Fam,2Story,7,6,2003,2003,VinylSd,PConc,GLQ,941,1829,2,1,3,Gd,7,1,Attchd,2,2010,237000
100,10004,Reg,Inside,NAmes,1Fam,1Story,6,6,1964,1964,HdBoard,CBlock,Rec,1516,1516,1,1,3,TA,6,0,Attchd,2,2009,167000
75,7875,Reg,Inside,NAmes,1Fam,1Story,5,6,1961,1961,VinylSd,CBlock,Rec,1144,1144,1,0,3,TA,6,0,Attchd,2,2008,139950
60,9600,Reg,Inside,Sawyer,1Fam,1Story,4,7,1950,1995,VinylSd,CBlock,BLQ,1067,1067,2,0,2,Gd,4,0,Attchd,2,2010,128000
90,8100,Reg,Inside,OldTown,1Fam,1Story,5,6,1948,1973,VinylSd,BrkTil,Rec,1559,1559,1,0,2,TA,5,0,Detchd,2,2007,153500
21,1680,Reg,Inside,BrDale,Twnhs,2Story,6,5,1973,1973,HdBoard,CBlock,BLQ,483,987,1,1,2,TA,5,0,Detchd,1,2008,100000
75,9525,Reg,Inside,CollgCr,1Fam,1Story,5,6,1995,2006,VinylSd,PConc,Unf,1099,1099,1,1,3,Gd,6,0,Attchd,1,2008,144000
70,11767,Reg,Inside,Edwards,1Fam,1.5Fin,5,6,1946,1995,MetalSd,CBlock,BLQ,768,1200,1,0,3,TA,6,0,Detchd,1,2008,130500
,12155,IR1,Inside,SWISU,1Fam,2Story,6,8,1925,1950,Wd Sdng,BrkTil,BLQ,672,1482,2,0,4,Fa,7,0,Detchd,1,2008,140000
60,10440,Reg,Inside,OldTown,1Fam,2Story,5,8,1904,2002,MetalSd,PConc,Unf,650,1539,2,0,3,Gd,8,1,Detchd,2,2008,157500
82,9020,Reg,Inside,NAmes,1Fam,SLvl,6,7,1966,1966,HdBoard,CBlock,Rec,1127,1165,1,1,3,TA,6,0,Attchd,2,2008,174900
80,8000,Reg,Corner,NAmes,Duplex,1Story,5,4,1961,1961,BrkFace,CBlock,Unf,1800,1800,2,0,6,TA,10,0,NA,0,2007,141000
100,12665,IR1,Inside,OldTown,1Fam,1.5Fin,5,8,1915,1950,Wd Sdng,BrkTil,Unf,876,1416,1,1,4,TA,7,1,Detchd,3,2008,153900
,16647,IR1,CulDSac,Sawyer,1Fam,SFoyer,5,5,1975,1981,HdBoard,CBlock,ALQ,1390,1701,2,0,3,TA,6,2,Basment,2,2007,171000
75,9317,Reg,Inside,SawyerW,1Fam,2Story,7,5,1993,1993,HdBoard,PConc,ALQ,740,1775,2,1,3,Gd,7,1,Attchd,2,2009,213000
36,15523,IR1,CulDSac,CollgCr,1Fam,1Story,5,6,1972,1972,HdBoard,CBlock,BLQ,864,864,1,0,3,TA,5,1,Attchd,1,2009,133500
75,45600,IR2,Inside,ClearCr,1Fam,1.5Fin,6,8,1908,1997,Wd Sdng,BrkTil,Unf,907,2358,3,0,5,TA,10,1,Detchd,2,2008,240000
80,9600,Reg,FR2,Veenker,1Fam,SLvl,6,7,1976,1994,Plywood,CBlock,Unf,528,1855,2,1,3,TA,7,1,Attchd,2,2007,187000
36,4435,Reg,Inside,CollgCr,TwnhsE,1Story,6,5,2003,2003,VinylSd,PConc,GLQ,848,848,1,0,1,Gd,3,0,Attchd,2,2007,131500
,3196,Reg,Inside,Blmngtn,TwnhsE,1Story,8,5,2003,2003,VinylSd,PConc,Unf,1273,1456,2,0,2,Gd,7,1,Attchd,2,2006,215000
53,7128,Reg,Inside,Crawfor,1Fam,2.5Unf,7,5,1941,1950,MetalSd,CBlock,Rec,918,1646,2,0,4,TA,7,2,Detchd,1,2007,164000
,12095,IR1,Corner,NAmes,1Fam,SLvl,6,6,1964,1964,MetalSd,CBlock,Rec,1127,1445,1,1,3,TA,7,1,Attchd,2,2009,158000
102,17920,Reg,Inside,Sawyer,1Fam,1Story,5,4,1955,1974,Wd Sdng,CBlock,ALQ,1763,1779,1,1,3,TA,6,1,Attchd,2,2006,170000
,6897,IR1,Corner,Sawyer,1Fam,1Story,5,8,1962,2010,HdBoard,CBlock,ALQ,1040,1040,1,1,3,TA,6,0,Detchd,1,2010,127000
,10970,IR1,Inside,CollgCr,1Fam,SLvl,6,6,1978,1978,Plywood,CBlock,GLQ,940,1026,1,0,3,TA,5,0,Detchd,2,2008,147000
65,8125,Reg,Inside,Gilbert,1Fam,2Story,6,5,1994,1995,HdBoard,PConc,Unf,702,1481,2,1,3,TA,6,1,Attchd,2,2009,174000
80,10400,Reg,Inside,NWAmes,1Fam,1Story,7,5,1976,1976,HdBoard,CBlock,Unf,1090,1370,2,0,3,TA,6,1,Attchd,2,2009,152000
,11029,IR1,Corner,NWAmes,1Fam,2Story,6,7,1968,1984,HdBoard,CBlock,BLQ,1054,2654,2,1,4,Gd,9,1,Attchd,2,2006,250000
55,7642,Reg,Corner,Crawfor,1Fam,1.5Fin,7,8,1918,1998,Wd Sdng,BrkTil,Unf,912,1426,1,1,3,Gd,7,1,Detchd,1,2007,189950
75,11625,Reg,Inside,Sawyer,2fmCon,1Story,5,4,1965,1965,Plywood,PConc,BLQ,1039,1039,1,1,3,TA,6,0,Attchd,2,2010,131500
81,9672,Reg,Corner,SawyerW,1Fam,1Story,6,5,1984,1985,HdBoard,PConc,GLQ,1040,1097,2,0,3,TA,6,0,Attchd,2,2010,152000
70,7931,Reg,Inside,NAmes,1Fam,1Story,5,5,1959,1959,BrkFace,CBlock,BLQ,1148,1148,1,0,3,TA,6,0,Attchd,1,2009,132500
72,8640,Reg,Inside,Somerst,1Fam,1Story,7,5,2007,2008,VinylSd,PConc,Unf,1372,1372,2,0,3,Gd,6,0,Attchd,2,2008,250580
,8750,IR1,Inside,NAmes,1Fam,1Story,5,6,1970,1970,MetalSd,CBlock,BLQ,1002,1002,1,0,3,TA,5,0,Detchd,2,2009,148500
67,10656,IR1,Inside,Timber,1Fam,1Story,8,5,2006,2007,VinylSd,PConc,Unf,1638,1646,2,0,3,Gd,6,1,Attchd,3,2007,248900
85,6970,Reg,Corner,Sawyer,1Fam,1Story,4,5,1961,1961,VinylSd,CBlock,ALQ,1040,1120,1,1,3,Fa,5,0,Attchd,2,2007,129000
,14762,IR2,Corner,Gilbert,1Fam,2Story,5,6,1948,1950,Plywood,Slab,NA,0,2320,2,0,2,TA,7,1,Attchd,2,2006,169000
60,6600,Reg,Inside,NAmes,1Fam,1Story,5,5,1962,1962,MetalSd,CBlock,Unf,894,894,1,0,2,TA,5,0,Detchd,1,2009,109500
70,8750,Reg,Inside,CollgCr,1Fam,2Story,6,5,1998,1998,VinylSd,PConc,GLQ,804,1682,2,1,3,Gd,7,0,Attchd,2,2010,200500
74,8892,Reg,Corner,NAmes,1Fam,1Story,5,7,1953,1996,WdShing,Stone,Unf,105,910,1,0,3,Gd,5,0,Attchd,2,2008,116000
60,12144,Reg,Inside,NAmes,1Fam,1Story,5,7,1949,1950,HdBoard,CBlock,Rec,832,1268,1,0,3,TA,6,1,Attchd,1,2009,133000
75,9000,Reg,Inside,Somerst,1Fam,2Story,8,5,2007,2007,CemntBd,PConc,GLQ,1184,2610,2,1,4,Ex,11,1,BuiltIn,2,2007,303477
94,25286,Reg,Inside,Mitchel,1Fam,1Story,4,5,1963,1963,HdBoard,PConc,ALQ,1064,1040,1,0,3,TA,5,0,Attchd,2,2007,132250
74,8834,Reg,Inside,NridgHt,1Fam,2Story,9,5,2004,2005,VinylSd,PConc,GLQ,1462,2224,2,1,4,Ex,10,1,Attchd,3,2009,350000
88,11782,IR1,Inside,Sawyer,1Fam,SFoyer,5,7,1961,1995,HdBoard,CBlock,ALQ,1109,1155,1,0,3,Gd,6,0,Detchd,2,2010,148000
,7000,IR1,CulDSac,CollgCr,1Fam,1Story,5,8,1978,2005,VinylSd,CBlock,ALQ,864,864,1,0,3,TA,6,0,Attchd,1,2009,136500
60,7024,Reg,Inside,Edwards,1Fam,1Story,5,5,2005,2006,VinylSd,PConc,ALQ,1090,1090,1,1,2,TA,5,0,Attchd,2,2007,157000
44,13758,IR1,CulDSac,Timber,1Fam,1.5Fin,7,5,1990,1991,HdBoard,CBlock,LwQ,1156,1717,2,1,3,Gd,7,1,Attchd,2,2007,187500
,9636,IR1,Corner,Gilbert,1Fam,2Story,6,5,1992,1993,VinylSd,PConc,Unf,808,1593,2,1,3,TA,7,1,BuiltIn,2,2009,178000
60,6204,Reg,Inside,SWISU,1Fam,2.5Fin,4,5,1912,1950,Wd Sdng,PConc,Unf,795,2230,1,0,5,TA,10,0,Detchd,1,2006,118500
65,7150,Reg,Inside,NAmes,1Fam,1Story,5,5,1967,1967,HdBoard,CBlock,BLQ,892,892,1,0,3,TA,5,0,Attchd,1,2009,100000
50,5119,IR1,CulDSac,Somerst,TwnhsE,1Story,9,5,1999,2000,MetalSd,PConc,GLQ,1698,1709,2,0,2,Gd,5,1,Attchd,2,2008,328900
70,8393,Reg,Corner,NAmes,Duplex,1Story,5,5,1959,2005,MetalSd,CBlock,LwQ,1626,1712,2,0,4,TA,8,0,Attchd,2,2006,145000
59,16466,IR1,Inside,Edwards,1Fam,1.5Fin,5,7,1955,1955,MetalSd,PConc,Unf,816,1393,1,1,3,TA,8,0,Attchd,1,2008,135500
95,15865,IR1,Inside,NAmes,1Fam,1Story,8,6,1970,1970,Wd Sdng,PConc,ALQ,2217,2217,2,0,4,Gd,8,1,Attchd,2,2007,268000
128,12160,Reg,Inside,NAmes,1Fam,1Story,6,4,1953,1953,Wd Sdng,CBlock,BLQ,1505,1505,1,0,2,TA,6,1,Attchd,2,2009,149500
60,8064,Reg,Corner,NAmes,1Fam,1.5Fin,5,7,1949,2006,MetalSd,CBlock,Unf,672,924,1,0,3,TA,6,1,Detchd,2,2007,122900
70,11184,Reg,Inside,Sawyer,1Fam,2Story,6,5,1978,1978,HdBoard,CBlock,LwQ,918,1683,2,1,3,TA,7,1,Attchd,2,2009,172500
70,8414,Reg,Inside,Sawyer,1Fam,1Story,6,8,1963,2003,HdBoard,CBlock,GLQ,1059,1068,1,0,3,TA,6,0,Attchd,1,2006,154500
,13284,Reg,Inside,Sawyer,1Fam,1Story,5,5,1954,1954,Wd Sdng,PConc,BLQ,1383,1383,1,0,3,TA,6,1,Attchd,1,2008,165000
71,7056,Reg,Inside,NAmes,1Fam,2Story,6,5,1963,1963,HdBoard,CBlock,BLQ,780,1796,1,1,4,TA,8,1,Attchd,2,2008,140000
50,8765,Reg,Inside,IDOTRR,1Fam,1Story,4,6,1936,1950,Wd Sdng,BrkTil,ALQ,951,951,1,0,2,TA,6,0,Detchd,1,2006,106500
64,7018,Reg,Inside,SawyerW,Duplex,2Story,5,5,1979,1979,Plywood,Slab,NA,0,2240,2,0,6,TA,12,0,Detchd,2,2009,142953
65,6993,Reg,Inside,Sawyer,1Fam,1Story,5,7,1961,1994,HdBoard,CBlock,BLQ,912,1236,1,0,3,TA,6,1,Attchd,1,2006,135000
,7340,IR1,Inside,NAmes,1Fam,1Story,4,6,1971,1971,HdBoard,CBlock,ALQ,858,858,1,0,2,TA,4,0,Detchd,1,2007,110000
64,8712,IR1,Inside,NAmes,1Fam,1Story,5,7,1957,2000,MetalSd,CBlock,BLQ,992,1306,1,0,2,TA,5,0,Detchd,1,2009,153000
63,7875,Reg,Inside,Gilbert,1Fam,2Story,7,5,2003,2003,VinylSd,PConc,Unf,783,1509,2,1,3,Gd,8,1,Attchd,2,2006,180000
50,14859,IR1,CulDSac,Gilbert,1Fam,1Story,7,5,2006,2006,VinylSd,PConc,Unf,1670,1670,2,0,3,Gd,7,1,Attchd,3,2006,240000
,6173,IR1,Inside,Sawyer,1Fam,1Story,5,6,1967,1967,HdBoard,CBlock,GLQ,876,902,1,0,3,TA,6,0,Attchd,1,2007,125500
80,9920,Reg,Inside,NAmes,1Fam,1Story,5,5,1954,1954,HdBoard,CBlock,Rec,1056,1063,1,0,3,TA,6,0,Attchd,1,2010,128000
116,13501,IR1,Corner,Somerst,1Fam,1Story,8,5,2006,2006,VinylSd,PConc,GLQ,1623,1636,2,0,3,Gd,8,1,Attchd,3,2007,255000
86,11500,IR1,Inside,Crawfor,1Fam,1.5Fin,7,7,1936,1987,BrkFace,CBlock,Rec,1017,2057,1,1,3,Gd,6,1,Attchd,1,2006,250000
,8885,IR1,Inside,Mitchel,1Fam,1Story,5,5,1983,1983,HdBoard,CBlock,BLQ,864,902,1,0,2,TA,5,0,Attchd,2,2006,131000
149,12589,IR2,Inside,Gilbert,1Fam,2Story,6,5,2005,2005,VinylSd,PConc,Unf,742,1484,2,1,3,Gd,8,1,Attchd,2,2009,174000
80,11600,Reg,Corner,NAmes,Duplex,2Story,5,5,1960,1960,MetalSd,CBlock,Rec,1105,2274,2,0,5,TA,12,0,Detchd,2,2010,154300
,9286,IR1,CulDSac,CollgCr,1Fam,1Story,5,7,1977,1989,HdBoard,CBlock,ALQ,1268,1268,1,1,3,Gd,5,0,Detchd,1,2009,143500
51,6120,Reg,Inside,BrkSide,1Fam,1Story,5,7,1925,1950,MetalSd,BrkTil,Rec,768,1015,1,0,3,TA,6,0,Detchd,1,2006,88000
82,6270,Reg,Inside,Crawfor,Duplex,2Story,5,6,1949,1950,MetalSd,CBlock,BLQ,1001,2002,2,0,4,TA,8,0,2Types,3,2007,145000
30,3000,Reg,Inside,Somerst,TwnhsE,2Story,6,5,2009,2009,VinylSd,PConc,GLQ,612,1224,2,1,2,Gd,4,0,Detchd,2,2009,173733
21,2001,Reg,Inside,MeadowV,Twnhs,2Story,4,5,1970,1970,CemntBd,CBlock,Unf,546,1092,1,1,3,TA,6,0,Attchd,1,2007,75000
50,9000,Reg,Inside,IDOTRR,1Fam,1Story,2,3,1949,1950,AsbShng,CBlock,BLQ,480,480,0,0,1,TA,4,0,Detchd,1,2006,35311
,17140,Reg,Inside,Edwards,1Fam,1Story,4,6,1956,1956,VinylSd,CBlock,ALQ,1134,1229,1,0,3,TA,6,0,Attchd,1,2009,135000
103,13125,IR1,Corner,SawyerW,1Fam,2Story,7,5,1991,1991,HdBoard,PConc,BLQ,1104,2127,2,1,4,Gd,8,1,Attchd,3,2007,238000
87,11029,IR1,Corner,NAmes,1Fam,1Story,6,8,1958,2002,MetalSd,CBlock,ALQ,1184,1414,1,0,3,TA,6,1,Attchd,2,2008,176500
70,8462,IR1,Inside,SawyerW,1Fam,2Story,6,5,1994,1994,HdBoard,PConc,GLQ,928,1721,2,1,3,Gd,7,0,Attchd,2,2007,201000
67,8777,Reg,Inside,Edwards,Duplex,1.5Fin,5,7,1900,2003,MetalSd,CBlock,ALQ,1272,2200,2,2,4,TA,9,0,NA,0,2008,145900
65,10237,Reg,Inside,Gilbert,1Fam,1Story,6,5,2005,2006,VinylSd,PConc,GLQ,1316,1316,2,0,3,Gd,6,1,Attchd,2,2006,169990
50,8012,Reg,Inside,SawyerW,TwnhsE,1Story,6,5,1993,1994,Plywood,PConc,LwQ,1604,1617,2,0,2,Gd,5,1,Attchd,2,2008,193000
79,10240,Reg,Inside,NWAmes,1Fam,1Story,6,6,1980,1980,Plywood,CBlock,BLQ,1686,1686,2,0,3,TA,7,1,Attchd,2,2006,207500
,15611,IR1,Corner,NWAmes,1Fam,1Story,5,6,1977,1977,VinylSd,PConc,ALQ,1126,1126,2,0,3,Ex,6,0,Attchd,2,2008,175000
93,11999,Reg,Inside,NridgHt,1Fam,2Story,8,5,2003,2004,VinylSd,PConc,Unf,1181,2374,2,1,4,Ex,10,1,BuiltIn,3,2007,285000
,9900,Reg,Inside,NWAmes,1Fam,2Story,7,5,1968,1968,MetalSd,CBlock,BLQ,832,1978,2,1,4,TA,9,1,Attchd,2,2008,176000
,11838,Reg,Inside,CollgCr,1Fam,1Story,8,5,2001,2001,VinylSd,PConc,Unf,1753,1788,2,0,3,Ex,7,1,Attchd,2,2009,236500
,13006,IR1,Corner,Gilbert,1Fam,2Story,7,5,1997,1997,HdBoard,PConc,Unf,964,2236,2,1,4,Gd,8,1,BuiltIn,2,2006,222000
73,8925,IR1,Inside,Timber,1Fam,1Story,8,5,2007,2007,VinylSd,PConc,GLQ,1466,1466,2,0,3,Gd,7,0,Attchd,3,2009,201000
70,9100,Reg,Inside,NAmes,1Fam,1Story,5,6,1965,1965,VinylSd,CBlock,BLQ,925,925,1,0,2,TA,5,0,Detchd,1,2009,117500
84,11670,IR1,Corner,Somerst,1Fam,1Story,9,5,2006,2006,VinylSd,PConc,Unf,1905,1905,2,0,3,Ex,8,1,Attchd,3,2007,320000
63,8487,Reg,FR2,CollgCr,1Fam,1Story,7,5,2004,2004,VinylSd,PConc,GLQ,1500,1500,2,0,3,Gd,6,0,Attchd,2,2009,190000
313,27650,IR2,Inside,NAmes,1Fam,1Story,7,7,1960,2007,Wd Sdng,CBlock,GLQ,585,2069,2,0,4,Gd,9,1,Attchd,2,2008,242000
52,5825,IR1,Inside,BrkSide,1Fam,1Story,4,5,1926,1953,MetalSd,PConc,Unf,600,747,1,0,1,TA,5,0,Detchd,2,2006,79900
67,10083,Reg,Inside,SawyerW,1Fam,1Story,7,5,2003,2003,VinylSd,PConc,GLQ,1176,1200,2,0,2,Gd,5,0,Attchd,2,2009,184900
75,9675,Reg,Inside,Somerst,1Fam,2Story,7,5,2005,2005,VinylSd,PConc,GLQ,1113,1971,2,1,3,Gd,8,1,Attchd,2,2009,253000
73,8760,Reg,Inside,CollgCr,1Fam,2Story,7,5,2006,2006,VinylSd,PConc,GLQ,1391,1962,2,1,3,Gd,7,0,Attchd,3,2006,239799
,24090,Reg,Inside,ClearCr,1Fam,2Story,7,7,1940,1950,MetalSd,CBlock,Unf,1032,2403,2,0,4,TA,10,2,Attchd,1,2010,244400
55,12640,IR1,Inside,Mitchel,Duplex,1Story,6,5,1976,1976,Plywood,CBlock,Rec,1728,1728,2,0,4,TA,8,0,Attchd,2,2006,150900
,8755,IR1,FR2,Gilbert,1Fam,2Story,7,5,1999,1999,VinylSd,PConc,ALQ,992,2060,2,1,3,Gd,8,1,BuiltIn,2,2009,214000
42,7711,IR1,Inside,Edwards,Duplex,1Story,4,3,1977,1977,MetalSd,PConc,GLQ,1440,1440,2,0,4,TA,8,0,NA,0,2007,150000
100,25000,Reg,Inside,Mitchel,Duplex,1Story,5,4,1967,1967,HdBoard,CBlock,Unf,1632,1632,2,0,4,TA,8,0,Attchd,2,2007,143000
,14375,IR1,CulDSac,Timber,1Fam,SLvl,6,6,1958,1958,HdBoard,CBlock,GLQ,819,1344,1,0,3,Gd,7,1,Basment,2,2009,137500
98,8820,Reg,Corner,OldTown,1Fam,1.5Fin,5,6,1890,1996,VinylSd,BrkTil,LwQ,1088,1869,1,0,2,TA,7,0,Detchd,2,2009,124900
70,8163,Reg,Inside,NAmes,1Fam,SLvl,5,6,1959,1959,HdBoard,CBlock,ALQ,1144,1144,1,0,3,TA,6,1,Attchd,1,2006,143000
85,14536,Reg,Inside,Timber,1Fam,1Story,8,5,2002,2003,VinylSd,PConc,GLQ,1616,1629,2,0,3,Gd,9,1,Attchd,3,2007,270000
65,14006,IR1,Inside,CollgCr,1Fam,2Story,7,5,2002,2002,VinylSd,PConc,Unf,936,1776,2,1,3,Gd,7,1,Attchd,2,2006,192500
78,9360,Reg,Inside,NWAmes,1Fam,1Story,6,7,1972,2006,Plywood,CBlock,ALQ,1161,1381,1,1,3,Gd,5,1,Attchd,2,2010,197500
60,7200,Reg,Inside,NAmes,1Fam,1Story,5,8,1950,2002,VinylSd,CBlock,ALQ,864,864,1,0,3,Gd,5,0,Detchd,2,2007,129000
60,7800,Reg,Corner,SawyerW,1Fam,1Story,5,5,1965,1965,VinylSd,CBlock,BLQ,828,965,1,0,3,TA,6,0,Detchd,1,2006,119900
60,7200,Reg,Inside,CollgCr,1Fam,SFoyer,5,8,1972,2003,WdShing,CBlock,GLQ,768,768,1,0,2,TA,5,0,Detchd,1,2009,133900
,11075,IR1,Inside,Mitchel,1Fam,2Story,5,4,1969,1969,HdBoard,CBlock,ALQ,784,1968,2,1,4,TA,7,1,Attchd,2,2008,172000
35,9400,IR1,CulDSac,Edwards,Duplex,SFoyer,6,5,1975,1975,WdShing,CBlock,GLQ,945,980,2,0,4,TA,4,0,NA,0,2006,127500
82,7136,IR1,Inside,Crawfor,Duplex,2Story,6,6,1946,1950,MetalSd,CBlock,Rec,979,1958,2,0,4,TA,8,0,Attchd,2,2007,145000
24,1300,Reg,Inside,Blueste,TwnhsE,2Story,6,6,1980,1980,MetalSd,CBlock,ALQ,561,1229,1,1,2,TA,5,1,Attchd,2,2009,124000
70,7420,Reg,Inside,Sawyer,1Fam,1Story,5,5,1962,1962,MetalSd,CBlock,Rec,1057,1057,1,0,3,TA,6,0,Detchd,2,2007,132000
65,8450,Reg,Inside,CollgCr,1Fam,1Story,7,5,2003,2003,VinylSd,PConc,GLQ,1337,1337,2,0,3,Gd,6,0,Attchd,2,2007,185000
24,2572,Reg,FR2,Somerst,Twnhs,2Story,7,5,1999,1999,MetalSd,PConc,ALQ,696,1416,2,1,3,Gd,6,0,Detchd,2,2010,155000
50,7207,IR1,Inside,BrkSide,1Fam,1Story,5,7,1958,2008,Wd Sdng,CBlock,BLQ,858,858,1,0,2,TA,4,0,NA,0,2010,116500
,12227,IR1,Corner,NWAmes,1Fam,2Story,6,7,1977,1995,HdBoard,CBlock,ALQ,1330,2872,2,1,4,TA,11,1,Attchd,2,2008,272000
24,2308,Reg,Corner,NPkVill,TwnhsE,2Story,6,6,1976,1976,Plywood,CBlock,ALQ,804,1548,2,1,3,Gd,7,1,Detchd,2,2007,155000
122,11923,IR1,Corner,CollgCr,1Fam,1Story,9,5,2007,2007,VinylSd,PConc,Unf,1800,1800,2,0,2,Ex,7,0,Attchd,2,2009,239000
80,11316,Reg,Corner,Timber,1Fam,2Story,7,5,2002,2003,VinylSd,PConc,GLQ,817,1894,2,1,4,Gd,8,1,BuiltIn,2,2010,214900
65,10237,Reg,Inside,Gilbert,1Fam,2Story,6,5,2005,2007,VinylSd,PConc,Unf,783,1484,2,1,3,Gd,8,1,Attchd,2,2007,178900
130,9600,IR1,Inside,Crawfor,1Fam,1.5Fin,5,7,1940,1950,MetalSd,BrkTil,Rec,728,1308,1,1,2,TA,7,2,Detchd,1,2009,160000
,7390,IR1,Inside,NAmes,1Fam,1Story,5,7,1955,1955,Wd Sdng,CBlock,ALQ,1098,1098,1,0,3,TA,6,0,Attchd,1,2008,135000
75,10382,Reg,Inside,NAmes,2fmCon,SLvl,6,5,1958,1958,HdBoard,CBlock,ALQ,588,1095,1,0,2,TA,6,0,Attchd,1,2006,140000
60,10800,Reg,Inside,NAmes,1Fam,1.5Fin,4,4,1949,1950,AsbShng,CBlock,Unf,720,1192,1,1,4,TA,6,0,NA,0,2006,135000
36,2268,Reg,Inside,NridgHt,Twnhs,2Story,7,5,2003,2004,VinylSd,PConc,GLQ,764,1626,2,0,2,Gd,6,0,BuiltIn,2,2009,173000
55,7892,Reg,Inside,SawyerW,TwnhsE,1Story,6,5,1979,1979,Plywood,CBlock,Unf,918,918,2,0,2,TA,5,1,Attchd,1,2010,99500
95,11639,Reg,Corner,Somerst,1Fam,1Story,7,5,2007,2008,CemntBd,PConc,Unf,1428,1428,2,0,3,Gd,6,0,Attchd,2,2008,182000
60,11414,IR1,Corner,BrkSide,1Fam,2Story,7,8,1910,1993,HdBoard,BrkTil,Unf,728,2019,1,0,3,Gd,8,0,Detchd,2,2009,167500
,2651,Reg,FR2,Somerst,Twnhs,2Story,7,5,2000,2000,MetalSd,PConc,GLQ,673,1382,2,1,3,Gd,6,0,Detchd,2,2006,165000
51,5900,IR1,Inside,BrkSide,1Fam,1Story,4,7,1923,1958,Wd Sdng,PConc,Unf,440,869,1,0,2,Fa,4,0,NA,0,2006,85500
35,4274,IR1,Inside,Somerst,TwnhsE,1Story,7,5,2006,2007,VinylSd,PConc,GLQ,1241,1241,1,1,1,Gd,4,0,Attchd,2,2007,199900
68,9450,Reg,Inside,Edwards,1Fam,1Story,4,5,1954,1954,MetalSd,CBlock,LwQ,894,894,1,0,3,TA,5,0,Detchd,2,2007,110000
80,8816,Reg,Corner,Sawyer,1Fam,1Story,5,6,1963,1963,VinylSd,PConc,Rec,1121,1121,1,0,3,TA,5,0,Detchd,2,2009,139000
